Country Name,Country Code,Year,Proportion of seats held by women in national parliaments (%),ID,Economy,Code,Region,Income group,WBL Report Year,WBL INDEX,MOBILITY,Can a woman apply for a passport in the same way as a man?,Can a woman travel outside the country in the same way as a man?,Can a woman travel outside her home in the same way as a man?,Can a woman choose where to live in the same way as a man?,WORKPLACE,Can a woman get a job in the same way as a man?,Does the law prohibit discrimination in employment based on gender?,Is there legislation on sexual harassment in employment?,Are there criminal penalties or civil remedies for sexual harassment in employment?,PAY,Does the law mandate equal remuneration for work of equal value?,Can women work the same night hours as men?,Can women work in jobs deemed dangerous in the same way as men?,Are women able to work in the same industries as men?,MARRIAGE,Is there no legal provision that requires a married woman to obey her husband?,"Can a woman be ""head of household"" or ""head of family"" in the same way as a man?",Is there legislation specifically addressing domestic violence?,Can a woman obtain a judgment of divorce in the same way as a man?,Does a woman have the same rights to remarry as a man?,PARENTHOOD,Is paid leave of at least 14 weeks available to mothers?,Does the government administer 100% of maternity leave benefits?,Is there paid leave available to fathers?,Is there paid parental leave?,Is dismissal of pregnant workers prohibited?,ENTREPRENEURSHIP,Can a woman sign a contract in the same way as a man?,Can a woman register a business in the same way as a man?,Can a woman open a bank account in the same way as a man?,Does the law prohibit discrimination in access to credit based on gender?,ASSETS,Do men and women have equal ownership rights to immovable property?,Do sons and daughters have equal rights to inherit assets from their parents?,Do female and male surviving spouses have equal rights to inherit assets?,Does the law grant spouses equal administrative authority over assets during marriage?,Does the law provide for the valuation of nonmonetary contributions?,PENSION,Are the ages at which men and women can retire with full pension benefits equal?,Are the ages at which men and women can retire with partial pension benefits equal?,Is the mandatory retirement age for men and women equal?,Are periods of absence from work due to childcare accounted for in pension benefits?
Kenya,KEN,1997,0.029702970,KEN1997,Kenya,KEN,Sub-Saharan Africa,Lower middle income,1997,51.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,50,Yes,No,Yes,No,60,Yes,Yes,No,Yes,No,75,Yes,Yes,Yes,No
Kenya,KEN,1998,0.036036036,KEN1998,Kenya,KEN,Sub-Saharan Africa,Lower middle income,1998,51.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,50,Yes,No,Yes,No,60,Yes,Yes,No,Yes,No,75,Yes,Yes,Yes,No
Kenya,KEN,1999,0.035714286,KEN1999,Kenya,KEN,Sub-Saharan Africa,Lower middle income,1999,51.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,50,Yes,No,Yes,No,60,Yes,Yes,No,Yes,No,75,Yes,Yes,Yes,No
Kenya,KEN,2000,0.035714286,KEN2000,Kenya,KEN,Sub-Saharan Africa,Lower middle income,2000,51.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,50,Yes,No,Yes,No,60,Yes,Yes,No,Yes,No,75,Yes,Yes,Yes,No
Kenya,KEN,2001,0.035714286,KEN2001,Kenya,KEN,Sub-Saharan Africa,Lower middle income,2001,51.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,50,Yes,No,Yes,No,60,Yes,Yes,No,Yes,No,75,Yes,Yes,Yes,No
Kenya,KEN,2002,0.035714286,KEN2002,Kenya,KEN,Sub-Saharan Africa,Lower middle income,2002,51.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,50,Yes,No,Yes,No,60,Yes,Yes,No,Yes,No,75,Yes,Yes,Yes,No
Kenya,KEN,2003,0.071428571,KEN2003,Kenya,KEN,Sub-Saharan Africa,Lower middle income,2003,51.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,50,Yes,No,Yes,No,60,Yes,Yes,No,Yes,No,75,Yes,Yes,Yes,No
Kenya,KEN,2004,0.071428571,KEN2004,Kenya,KEN,Sub-Saharan Africa,Lower middle income,2004,51.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,50,Yes,No,Yes,No,60,Yes,Yes,No,Yes,No,75,Yes,Yes,Yes,No
Kenya,KEN,2005,0.071428571,KEN2005,Kenya,KEN,Sub-Saharan Africa,Lower middle income,2005,51.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,50,Yes,No,Yes,No,60,Yes,Yes,No,Yes,No,75,Yes,Yes,Yes,No
Kenya,KEN,2006,0.073059361,KEN2006,Kenya,KEN,Sub-Saharan Africa,Lower middle income,2006,51.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,50,Yes,No,Yes,No,60,Yes,Yes,No,Yes,No,75,Yes,Yes,Yes,No
Kenya,KEN,2007,0.072463768,KEN2007,Kenya,KEN,Sub-Saharan Africa,Lower middle income,2007,51.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,50,Yes,No,Yes,No,60,Yes,Yes,No,Yes,No,75,Yes,Yes,Yes,No
Kenya,KEN,2008,0.098214286,KEN2008,Kenya,KEN,Sub-Saharan Africa,Lower middle income,2008,58.1,100,Yes,Yes,Yes,Yes,75,Yes,No,Yes,Yes,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,50,Yes,No,Yes,No,60,Yes,Yes,No,Yes,No,75,Yes,Yes,Yes,No
Kenya,KEN,2009,0.098214286,KEN2009,Kenya,KEN,Sub-Saharan Africa,Lower middle income,2009,75.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,40,No,No,Yes,No,Yes,50,Yes,No,Yes,No,60,Yes,Yes,No,Yes,No,75,Yes,Yes,Yes,No
Kenya,KEN,2010,0.098214286,KEN2010,Kenya,KEN,Sub-Saharan Africa,Lower middle income,2010,75.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,40,No,No,Yes,No,Yes,50,Yes,No,Yes,No,60,Yes,Yes,No,Yes,No,75,Yes,Yes,Yes,No
Kenya,KEN,2011,0.098214286,KEN2011,Kenya,KEN,Sub-Saharan Africa,Lower middle income,2011,75.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,40,No,No,Yes,No,Yes,50,Yes,No,Yes,No,60,Yes,Yes,No,Yes,No,75,Yes,Yes,Yes,No
Kenya,KEN,2012,0.098214286,KEN2012,Kenya,KEN,Sub-Saharan Africa,Lower middle income,2012,75.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,40,No,No,Yes,No,Yes,50,Yes,No,Yes,No,60,Yes,Yes,No,Yes,No,75,Yes,Yes,Yes,No
Kenya,KEN,2013,0.185714286,KEN2013,Kenya,KEN,Sub-Saharan Africa,Lower middle income,2013,75.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,40,No,No,Yes,No,Yes,50,Yes,No,Yes,No,60,Yes,Yes,No,Yes,No,75,Yes,Yes,Yes,No
Kenya,KEN,2014,0.191428571,KEN2014,Kenya,KEN,Sub-Saharan Africa,Lower middle income,2014,75.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,40,No,No,Yes,No,Yes,50,Yes,No,Yes,No,60,Yes,Yes,No,Yes,No,75,Yes,Yes,Yes,No
Kenya,KEN,2015,0.197142857,KEN2015,Kenya,KEN,Sub-Saharan Africa,Lower middle income,2015,78.1,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,40,No,No,Yes,No,Yes,50,Yes,No,Yes,No,80,Yes,Yes,No,Yes,Yes,75,Yes,Yes,Yes,No
Kenya,KEN,2016,0.197142857,KEN2016,Kenya,KEN,Sub-Saharan Africa,Lower middle income,2016,78.1,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,40,No,No,Yes,No,Yes,50,Yes,No,Yes,No,80,Yes,Yes,No,Yes,Yes,75,Yes,Yes,Yes,No
Kenya,KEN,2017,0.217765043,KEN2017,Kenya,KEN,Sub-Saharan Africa,Lower middle income,2017,80.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,No,Yes,No,Yes,50,Yes,No,Yes,No,80,Yes,Yes,No,Yes,Yes,75,Yes,Yes,Yes,No
Kenya,KEN,2018,0.217765043,KEN2018,Kenya,KEN,Sub-Saharan Africa,Lower middle income,2018,80.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,No,Yes,No,Yes,50,Yes,No,Yes,No,80,Yes,Yes,No,Yes,Yes,75,Yes,Yes,Yes,No
Kenya,KEN,2019,0.217765043,KEN2019,Kenya,KEN,Sub-Saharan Africa,Lower middle income,2019,80.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,No,Yes,No,Yes,50,Yes,No,Yes,No,80,Yes,Yes,No,Yes,Yes,75,Yes,Yes,Yes,No
Kyrgyz Republic,KGZ,1997,0.014285714,KGZ1997,Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,1997,55,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No
Kyrgyz Republic,KGZ,1998,0.014285714,KGZ1998,Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,1998,55,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No
Kyrgyz Republic,KGZ,1999,0.014285714,KGZ1999,Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,1999,61.3,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Kyrgyz Republic,KGZ,2000,0.023255814,KGZ2000,Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2000,61.3,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Kyrgyz Republic,KGZ,2001,0.1,KGZ2001,Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2001,61.3,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Kyrgyz Republic,KGZ,2002,0.1,KGZ2002,Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2002,61.3,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Kyrgyz Republic,KGZ,2003,0.1,KGZ2003,Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2003,61.3,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Kyrgyz Republic,KGZ,2004,0.1,KGZ2004,Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2004,70,100,Yes,Yes,Yes,Yes,50,Yes,No,Yes,No,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Kyrgyz Republic,KGZ,2005,0,KGZ2005,Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2005,70,100,Yes,Yes,Yes,Yes,50,Yes,No,Yes,No,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Kyrgyz Republic,KGZ,2006,0,KGZ2006,Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2006,76.3,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,25,No,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Kyrgyz Republic,KGZ,2007,0.255555556,KGZ2007,Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2007,76.3,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,25,No,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Kyrgyz Republic,KGZ,2008,0.255555556,KGZ2008,Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2008,76.3,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,25,No,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Kyrgyz Republic,KGZ,2009,0.255555556,KGZ2009,Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2009,76.3,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,25,No,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Kyrgyz Republic,KGZ,2010,0.233333333,KGZ2010,Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2010,76.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,40,Yes,No,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Kyrgyz Republic,KGZ,2011,0.233333333,KGZ2011,Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2011,76.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,40,Yes,No,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Kyrgyz Republic,KGZ,2012,0.233333333,KGZ2012,Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2012,76.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,40,Yes,No,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Kyrgyz Republic,KGZ,2013,0.233333333,KGZ2013,Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2013,76.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,40,Yes,No,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Kyrgyz Republic,KGZ,2014,0.233333333,KGZ2014,Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2014,76.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,40,Yes,No,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Kyrgyz Republic,KGZ,2015,0.191666667,KGZ2015,Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2015,76.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,40,Yes,No,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Kyrgyz Republic,KGZ,2016,0.191666667,KGZ2016,Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2016,76.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,40,Yes,No,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Kyrgyz Republic,KGZ,2017,0.191666667,KGZ2017,Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2017,76.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,40,Yes,No,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Kyrgyz Republic,KGZ,2018,0.191666667,KGZ2018,Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2018,76.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,40,Yes,No,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Kyrgyz Republic,KGZ,2019,0.191666667,KGZ2019,Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2019,76.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,40,Yes,No,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Cambodia,KHM,1997,0.058333333,KHM1997,Cambodia,KHM,East Asia & Pacific,Lower middle income,1997,56.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,No,Yes,Yes,60,Yes,Yes,No,Yes,No,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
Cambodia,KHM,1998,0.058333333,KHM1998,Cambodia,KHM,East Asia & Pacific,Lower middle income,1998,63.1,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,50,No,No,Yes,Yes,60,Yes,Yes,No,Yes,No,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
Cambodia,KHM,1999,0.081967213,KHM1999,Cambodia,KHM,East Asia & Pacific,Lower middle income,1999,63.1,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,50,No,No,Yes,Yes,60,Yes,Yes,No,Yes,No,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
Cambodia,KHM,2000,0.073770492,KHM2000,Cambodia,KHM,East Asia & Pacific,Lower middle income,2000,63.1,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,50,No,No,Yes,Yes,60,Yes,Yes,No,Yes,No,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
Cambodia,KHM,2001,0.073770492,KHM2001,Cambodia,KHM,East Asia & Pacific,Lower middle income,2001,63.1,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,50,No,No,Yes,Yes,60,Yes,Yes,No,Yes,No,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
Cambodia,KHM,2002,0.073770492,KHM2002,Cambodia,KHM,East Asia & Pacific,Lower middle income,2002,63.1,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,50,No,No,Yes,Yes,60,Yes,Yes,No,Yes,No,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
Cambodia,KHM,2003,0.097560976,KHM2003,Cambodia,KHM,East Asia & Pacific,Lower middle income,2003,63.1,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,50,No,No,Yes,Yes,60,Yes,Yes,No,Yes,No,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
Cambodia,KHM,2004,0.097560976,KHM2004,Cambodia,KHM,East Asia & Pacific,Lower middle income,2004,63.1,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,50,No,No,Yes,Yes,60,Yes,Yes,No,Yes,No,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
Cambodia,KHM,2005,0.097560976,KHM2005,Cambodia,KHM,East Asia & Pacific,Lower middle income,2005,63.1,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,50,No,No,Yes,Yes,60,Yes,Yes,No,Yes,No,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
Cambodia,KHM,2006,0.097560976,KHM2006,Cambodia,KHM,East Asia & Pacific,Lower middle income,2006,63.1,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,50,No,No,Yes,Yes,60,Yes,Yes,No,Yes,No,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
Cambodia,KHM,2007,0.195121951,KHM2007,Cambodia,KHM,East Asia & Pacific,Lower middle income,2007,65.6,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,50,No,No,Yes,Yes,80,Yes,Yes,Yes,Yes,No,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
Cambodia,KHM,2008,0.162601626,KHM2008,Cambodia,KHM,East Asia & Pacific,Lower middle income,2008,65.6,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,50,No,No,Yes,Yes,80,Yes,Yes,Yes,Yes,No,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
Cambodia,KHM,2009,0.211382114,KHM2009,Cambodia,KHM,East Asia & Pacific,Lower middle income,2009,68.8,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
Cambodia,KHM,2010,0.211382114,KHM2010,Cambodia,KHM,East Asia & Pacific,Lower middle income,2010,68.8,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
Cambodia,KHM,2011,0.203252033,KHM2011,Cambodia,KHM,East Asia & Pacific,Lower middle income,2011,75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,20,No,No,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
Cambodia,KHM,2012,0.203252033,KHM2012,Cambodia,KHM,East Asia & Pacific,Lower middle income,2012,75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,20,No,No,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
Cambodia,KHM,2013,0.203252033,KHM2013,Cambodia,KHM,East Asia & Pacific,Lower middle income,2013,75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,20,No,No,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
Cambodia,KHM,2014,0.203252033,KHM2014,Cambodia,KHM,East Asia & Pacific,Lower middle income,2014,75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,20,No,No,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
Cambodia,KHM,2015,0.203252033,KHM2015,Cambodia,KHM,East Asia & Pacific,Lower middle income,2015,75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,20,No,No,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
Cambodia,KHM,2016,0.203252033,KHM2016,Cambodia,KHM,East Asia & Pacific,Lower middle income,2016,75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,20,No,No,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
Cambodia,KHM,2017,0.203252033,KHM2017,Cambodia,KHM,East Asia & Pacific,Lower middle income,2017,75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,20,No,No,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
